row_id,campaign,tournament_id,team_id,team_name,group_name,played,wins,draws,losses,goals_for,goals_against,goal_difference,points_raw,advanced,confederation_code,region_name,year,prior_tournaments,squad_size,avg_age,forward_share,defender_share,avg_career_tournaments,avg_prior_wc,max_prior_wc,debutant_share,yellows,reds,total_cards,is_host,foreign_manager,points_std,conf,year_c
277,Netherlands 2014,WC-2014,T-48,Netherlands,Group B,3,3,0,0,10,3,7,9,1,UEFA,Europe,2014,7,23,26.4347826086957,0.260869565217391,0.347826086956522,1.60869565217391,0.478260869565217,2,0.695652173913043,5,0,5,0,0,9,UEFA,5
278,Chile 2014,WC-2014,T-13,Chile,Group B,3,2,0,1,5,3,2,6,1,CONMEBOL,South America,2014,8,23,28.0434782608696,0.173913043478261,0.217391304347826,1.47826086956522,0.478260869565217,1,0.521739130434783,4,0,4,0,1,6,CONMEBOL,5
279,Spain 2014,WC-2014,T-73,Spain,Group B,3,1,0,2,4,7,-3,3,0,UEFA,Europe,2014,12,23,28.2608695652174,0.173913043478261,0.260869565217391,2.82608695652174,1.17391304347826,3,0.304347826086957,3,0,3,0,0,3,UEFA,5
280,Australia 2014,WC-2014,T-04,Australia,Group B,3,0,0,3,3,9,-6,0,0,AFC,Oceania,2014,3,23,26.3913043478261,0.130434782608696,0.260869565217391,1.78260869565217,0.391304347826087,2,0.739130434782609,6,0,6,0,0,0,AFC,5
281,Colombia 2014,WC-2014,T-16,Colombia,Group C,3,3,0,0,9,2,7,9,1,CONMEBOL,South America,2014,4,23,27.4347826086957,0.217391304347826,0.304347826086957,1.52173913043478,0.0869565217391304,2,0.956521739130435,2,0,2,0,1,9,CONMEBOL,5
282,Greece 2014,WC-2014,T-33,Greece,Group C,3,1,1,1,2,4,-2,4,1,UEFA,Europe,2014,2,23,28.5217391304348,0.173913043478261,0.304347826086957,1.43478260869565,0.434782608695652,1,0.565217391304348,5,1,5,0,1,4,UEFA,5
283,Ivory Coast 2014,WC-2014,T-42,Ivory Coast,Group C,3,1,0,2,4,5,-1,3,0,CAF,Africa,2014,2,23,28.0,0.347826086956522,0.347826086956522,1.69565217391304,0.695652173913043,2,0.565217391304348,7,0,7,0,1,3,CAF,5
284,Japan 2014,WC-2014,T-44,Japan,Group C,3,0,1,2,2,6,-4,1,0,AFC,East Asia,2014,4,23,27.2173913043478,0.217391304347826,0.347826086956522,2.1304347826087,0.434782608695652,2,0.608695652173913,4,0,4,0,1,1,AFC,5
285,Costa Rica 2014,WC-2014,T-17,Costa Rica,Group D,3,2,1,0,4,1,3,7,1,CONCACAF,Central America,2014,3,23,27.4782608695652,0.173913043478261,0.391304347826087,1.8695652173913,0.0869565217391304,1,0.91304347826087,2,0,2,0,1,7,CONCACAF,5
286,Uruguay 2014,WC-2014,T-84,Uruguay,Group D,3,2,0,1,4,4,0,6,1,CONMEBOL,South America,2014,11,23,28.5652173913043,0.217391304347826,0.304347826086957,2.47826086956522,0.695652173913043,2,0.347826086956522,6,1,7,0,0,6,CONMEBOL,5
287,Italy 2014,WC-2014,T-41,Italy,Group D,3,1,0,2,2,3,-1,3,0,UEFA,Europe,2014,15,23,27.9130434782609,0.217391304347826,0.304347826086957,1.52173913043478,0.521739130434783,4,0.695652173913043,3,1,4,0,0,3,UEFA,5
288,England 2014,WC-2014,T-28,England,Group D,3,0,1,2,2,4,-2,1,0,UEFA,Europe,2014,13,23,26.6521739130435,0.173913043478261,0.304347826086957,1.73913043478261,0.391304347826087,2,0.739130434782609,4,0,4,0,0,1,UEFA,5
289,France 2014,WC-2014,T-30,France,Group E,3,2,1,0,8,2,6,7,1,UEFA,Europe,2014,11,23,26.8260869565217,0.173913043478261,0.347826086956522,1.69565217391304,0.217391304347826,1,0.782608695652174,4,0,4,0,0,7,UEFA,5
290,Switzerland 2014,WC-2014,T-75,Switzerland,Group E,3,2,0,1,7,6,1,6,1,UEFA,Europe,2014,7,23,26.0869565217391,0.173913043478261,0.347826086956522,2.60869565217391,0.695652173913043,2,0.478260869565217,1,0,1,0,1,6,UEFA,5
291,Ecuador 2014,WC-2014,T-25,Ecuador,Group E,3,1,1,1,3,3,0,4,0,CONMEBOL,South America,2014,2,23,27.7826086956522,0.130434782608696,0.260869565217391,1.39130434782609,0.260869565217391,2,0.782608695652174,5,1,6,0,1,4,CONMEBOL,5
292,Honduras 2014,WC-2014,T-35,Honduras,Group E,3,0,0,3,1,8,-7,0,0,CONCACAF,Central America,2014,2,23,28.695652173913,0.173913043478261,0.304347826086957,1.43478260869565,0.434782608695652,1,0.565217391304348,6,1,6,0,1,0,CONCACAF,5
293,Argentina 2014,WC-2014,T-03,Argentina,Group F,3,3,0,0,6,3,3,9,1,CONMEBOL,South America,2014,14,23,28.8260869565217,0.217391304347826,0.304347826086957,2.0,0.565217391304348,2,0.565217391304348,1,0,1,0,0,9,CONMEBOL,5
294,Nigeria 2014,WC-2014,T-50,Nigeria,Group F,3,1,1,1,3,3,0,4,1,CAF,Africa,2014,4,23,26.0,0.260869565217391,0.304347826086957,1.52173913043478,0.304347826086957,2,0.826086956521739,3,0,3,0,0,4,CAF,5
295,Bosnia and Herzegovina 2014,WC-2014,T-08,Bosnia and Herzegovina,Group F,3,1,0,2,4,4,0,3,0,UEFA,Europe,2014,0,23,27.0434782608696,0.130434782608696,0.347826086956522,1.0,0.0,0,1.0,3,0,3,0,0,3,UEFA,5
296,Iran 2014,WC-2014,T-38,Iran,Group F,3,0,1,2,1,4,-3,1,0,AFC,Middle East,2014,3,23,28.4782608695652,0.130434782608696,0.391304347826087,1.60869565217391,0.173913043478261,1,0.826086956521739,4,0,4,0,1,1,AFC,5
297,Germany 2014,WC-2014,T-31,Germany,Group G,3,2,1,0,7,2,5,7,1,UEFA,Europe,2014,5,23,26.2173913043478,0.173913043478261,0.391304347826087,2.30434782608696,0.739130434782609,3,0.521739130434783,1,0,1,0,0,7,UEFA,5
298,United States 2014,WC-2014,T-83,United States,Group G,3,1,1,1,4,4,0,4,1,CONCACAF,North America,2014,8,23,27.8695652173913,0.173913043478261,0.347826086956522,1.47826086956522,0.434782608695652,3,0.739130434782609,3,0,3,0,1,4,CONCACAF,5
299,Portugal 2014,WC-2014,T-58,Portugal,Group G,3,1,1,1,4,7,-3,4,0,UEFA,Europe,2014,5,23,28.4782608695652,0.173913043478261,0.304347826086957,2.08695652173913,0.608695652173913,2,0.478260869565217,2,1,3,0,0,4,UEFA,5
300,Ghana 2014,WC-2014,T-32,Ghana,Group G,3,0,1,2,4,6,-2,1,0,CAF,Africa,2014,2,23,25.6521739130435,0.173913043478261,0.260869565217391,1.52173913043478,0.434782608695652,2,0.652173913043478,6,0,6,0,0,1,CAF,5
301,Belgium 2014,WC-2014,T-06,Belgium,Group H,3,3,0,0,4,1,3,9,1,UEFA,Europe,2014,9,23,25.9130434782609,0.130434782608696,0.347826086956522,2.08695652173913,0.0434782608695652,1,0.956521739130435,4,1,5,0,0,9,UEFA,5
302,Algeria 2014,WC-2014,T-01,Algeria,Group H,3,1,1,1,6,5,1,4,1,CAF,Africa,2014,3,23,26.5652173913043,0.130434782608696,0.347826086956522,1.30434782608696,0.304347826086957,1,0.695652173913043,5,0,5,0,1,4,CAF,5
303,Russia 2014,WC-2014,T-62,Russia,Group H,3,0,2,1,2,3,-1,2,0,UEFA,"Europe, Asia",2014,2,23,27.4347826086957,0.217391304347826,0.391304347826087,1.34782608695652,0.0434782608695652,1,0.956521739130435,4,0,4,0,1,2,UEFA,5
304,South Korea 2014,WC-2014,T-71,South Korea,Group H,3,0,1,2,3,6,-3,1,0,AFC,East Asia,2014,8,23,26.1304347826087,0.217391304347826,0.347826086956522,1.73913043478261,0.260869565217391,2,0.782608695652174,6,0,6,0,0,1,AFC,5
305,Uruguay 2018,WC-2018,T-84,Uruguay,Group A,3,3,0,0,5,0,5,9,1,CONMEBOL,South America,2018,12,23,28.0869565217391,0.260869565217391,0.304347826086957,2.34782608695652,0.782608695652174,2,0.521739130434783,1,0,1,0,0,9,CONMEBOL,6
306,Russia 2018,WC-2018,T-62,Russia,Group A,3,2,0,1,8,4,4,6,1,UEFA,"Europe, Asia",2018,3,23,28.9130434782609,0.0869565217391304,0.304347826086957,1.30434782608696,0.304347826086957,1,0.695652173913043,4,1,4,1,0,6,UEFA,6
307,Saudi Arabia 2018,WC-2018,T-63,Saudi Arabia,Group A,3,1,0,2,2,7,-5,3,0,AFC,Middle East,2018,4,23,28.7826086956522,0.130434782608696,0.304347826086957,1.39130434782609,0.0,0,1.0,1,0,1,0,1,3,AFC,6
308,Egypt 2018,WC-2018,T-26,Egypt,Group A,3,0,0,3,2,6,-4,0,0,CAF,Africa,2018,1,23,28.9565217391304,0.260869565217391,0.347826086956522,1.0,0.0,0,1.0,5,0,5,0,1,0,CAF,6
309,Spain 2018,WC-2018,T-73,Spain,Group B,3,1,2,0,6,5,1,5,1,UEFA,Europe,2018,13,23,28.4347826086957,0.217391304347826,0.347826086956522,2.1304347826087,0.869565217391304,3,0.521739130434783,1,0,1,0,0,5,UEFA,6
310,Portugal 2018,WC-2018,T-58,Portugal,Group B,3,1,2,0,5,4,1,5,1,UEFA,Europe,2018,6,23,28.4347826086957,0.217391304347826,0.347826086956522,1.95652173913043,0.521739130434783,3,0.695652173913043,6,0,6,0,0,5,UEFA,6
311,Iran 2018,WC-2018,T-38,Iran,Group B,3,1,1,1,2,2,0,4,0,AFC,Middle East,2018,4,23,27.2608695652174,0.260869565217391,0.347826086956522,2.04347826086957,0.347826086956522,2,0.695652173913043,7,0,7,0,1,4,AFC,6
312,Morocco 2018,WC-2018,T-47,Morocco,Group B,3,0,1,2,2,4,-2,1,0,CAF,Africa,2018,4,23,27.1739130434783,0.173913043478261,0.260869565217391,1.34782608695652,0.0,0,1.0,8,0,8,0,1,1,CAF,6
313,France 2018,WC-2018,T-30,France,Group C,3,2,1,0,3,1,2,7,1,UEFA,Europe,2018,12,23,26.0869565217391,0.304347826086957,0.347826086956522,1.78260869565217,0.347826086956522,2,0.695652173913043,3,0,3,0,0,7,UEFA,6
314,Denmark 2018,WC-2018,T-22,Denmark,Group C,3,1,2,0,2,1,1,5,1,UEFA,Europe,2018,4,23,27.0869565217391,0.304347826086957,0.304347826086957,1.60869565217391,0.130434782608696,1,0.869565217391304,5,0,5,0,1,5,UEFA,6
315,Peru 2018,WC-2018,T-56,Peru,Group C,3,1,0,2,2,2,0,3,0,CONMEBOL,South America,2018,4,23,27.4782608695652,0.217391304347826,0.347826086956522,1.0,0.0,0,1.0,5,0,5,0,1,3,CONMEBOL,6
316,Australia 2018,WC-2018,T-04,Australia,Group C,3,0,1,2,2,5,-3,1,0,AFC,Oceania,2018,4,23,28.2173913043478,0.347826086956522,0.304347826086957,1.82608695652174,0.478260869565217,3,0.739130434782609,7,0,7,0,1,1,AFC,6
317,Croatia 2018,WC-2018,T-18,Croatia,Group D,3,3,0,0,7,1,6,9,1,UEFA,Europe,2018,4,23,27.8260869565217,0.260869565217391,0.347826086956522,1.95652173913043,0.608695652173913,2,0.434782608695652,8,0,8,0,0,9,UEFA,6
318,Argentina 2018,WC-2018,T-03,Argentina,Group D,3,1,1,1,3,5,-2,4,1,CONMEBOL,South America,2018,15,23,29.5217391304348,0.173913043478261,0.391304347826087,2.0,0.695652173913043,3,0.608695652173913,6,0,6,0,0,4,CONMEBOL,6
319,Nigeria 2018,WC-2018,T-50,Nigeria,Group D,3,1,0,2,3,4,-1,3,0,CAF,Africa,2018,5,23,26.0434782608696,0.260869565217391,0.347826086956522,1.26086956521739,0.260869565217391,1,0.739130434782609,4,0,4,0,1,3,CAF,6
320,Iceland 2018,WC-2018,T-37,Iceland,Group D,3,0,1,2,2,5,-3,1,0,UEFA,Europe,2018,0,23,28.5217391304348,0.130434782608696,0.304347826086957,1.0,0.0,0,1.0,3,0,3,0,0,1,UEFA,6
321,Brazil 2018,WC-2018,T-09,Brazil,Group E,3,2,1,0,5,1,4,7,1,CONMEBOL,South America,2018,18,23,28.6086956521739,0.217391304347826,0.347826086956522,1.69565217391304,0.304347826086957,2,0.739130434782609,3,0,3,0,0,7,CONMEBOL,6
322,Switzerland 2018,WC-2018,T-75,Switzerland,Group E,3,1,2,0,5,4,1,5,1,UEFA,Europe,2018,8,23,27.2608695652174,0.173913043478261,0.347826086956522,2.43478260869565,0.956521739130435,3,0.347826086956522,7,0,7,0,0,5,UEFA,6
323,Serbia 2018,WC-2018,T-66,Serbia,Group E,3,1,0,2,2,4,-2,3,0,UEFA,Europe,2018,1,23,26.7826086956522,0.173913043478261,0.347826086956522,1.73913043478261,0.217391304347826,2,0.826086956521739,9,0,9,0,0,3,UEFA,6
324,Costa Rica 2018,WC-2018,T-17,Costa Rica,Group E,3,0,1,2,2,5,-3,1,0,CONCACAF,Central America,2018,4,23,29.7391304347826,0.130434782608696,0.391304347826087,2.04347826086957,0.608695652173913,2,0.434782608695652,6,0,6,0,0,1,CONCACAF,6
325,Sweden 2018,WC-2018,T-74,Sweden,Group F,3,2,0,1,5,2,3,6,1,UEFA,Europe,2018,9,23,28.1739130434783,0.173913043478261,0.347826086956522,1.0,0.0,0,1.0,5,0,5,0,0,6,UEFA,6
326,Mexico 2018,WC-2018,T-46,Mexico,Group F,3,2,0,1,3,4,-1,6,1,CONCACAF,North America,2018,15,23,29.1739130434783,0.260869565217391,0.260869565217391,2.56521739130435,1.1304347826087,4,0.347826086956522,5,0,5,0,1,6,CONCACAF,6
327,South Korea 2018,WC-2018,T-71,South Korea,Group F,3,1,0,2,3,3,0,3,0,AFC,East Asia,2018,9,23,27.7826086956522,0.130434782608696,0.434782608695652,1.73913043478261,0.391304347826087,2,0.652173913043478,10,0,10,0,0,3,AFC,6
328,Germany 2018,WC-2018,T-31,Germany,Group F,3,1,0,2,2,4,-2,3,0,UEFA,Europe,2018,6,23,27.0869565217391,0.130434782608696,0.347826086956522,2.17391304347826,0.695652173913043,2,0.565217391304348,3,1,3,0,0,3,UEFA,6
329,Belgium 2018,WC-2018,T-06,Belgium,Group G,3,3,0,0,9,2,7,9,1,UEFA,Europe,2018,10,23,27.5652173913043,0.217391304347826,0.304347826086957,2.34782608695652,0.652173913043478,1,0.347826086956522,5,0,5,0,1,9,UEFA,6
330,England 2018,WC-2018,T-28,England,Group G,3,2,0,1,8,3,5,6,1,UEFA,Europe,2018,14,23,26.0869565217391,0.217391304347826,0.434782608695652,1.73913043478261,0.217391304347826,1,0.782608695652174,2,0,2,0,0,6,UEFA,6
331,Tunisia 2018,WC-2018,T-79,Tunisia,Group G,3,1,0,2,5,8,-3,3,0,CAF,Africa,2018,4,23,26.4782608695652,0.347826086956522,0.347826086956522,1.43478260869565,0.0,0,1.0,4,0,4,0,0,3,CAF,6
332,Panama 2018,WC-2018,T-54,Panama,Group G,3,0,0,3,2,11,-9,0,0,CONCACAF,Central America,2018,0,23,28.8260869565217,0.217391304347826,0.347826086956522,1.0,0.0,0,1.0,11,0,11,0,1,0,CONCACAF,6
333,Colombia 2018,WC-2018,T-16,Colombia,Group H,3,2,0,1,5,2,3,6,1,CONMEBOL,South America,2018,5,23,28.3478260869565,0.217391304347826,0.304347826086957,1.43478260869565,0.434782608695652,1,0.565217391304348,3,1,4,0,1,6,CONMEBOL,6
334,Japan 2018,WC-2018,T-44,Japan,Group H,3,1,1,1,4,4,0,4,1,AFC,East Asia,2018,5,23,28.5217391304348,0.130434782608696,0.347826086956522,1.95652173913043,0.695652173913043,2,0.521739130434783,4,0,4,0,0,4,AFC,6
335,Senegal 2018,WC-2018,T-65,Senegal,Group H,3,1,1,1,4,4,0,4,0,CAF,Africa,2018,1,23,27.0869565217391,0.347826086956522,0.260869565217391,1.26086956521739,0.0,0,1.0,6,0,6,0,0,4,CAF,6
336,Poland 2018,WC-2018,T-57,Poland,Group H,3,1,0,2,2,5,-3,3,0,UEFA,Europe,2018,6,23,28.2608695652174,0.173913043478261,0.304347826086957,1.47826086956522,0.0434782608695652,1,0.956521739130435,3,0,3,0,0,3,UEFA,6
337,Netherlands 2022,WC-2022,T-48,Netherlands,Group A,3,2,1,0,5,1,4,7,1,UEFA,Europe,2022,8,26,26.6923076923077,0.269230769230769,0.346153846153846,1.11538461538462,0.115384615384615,1,0.884615384615385,2,0,2,0,0,7,UEFA,7
338,Senegal 2022,WC-2022,T-65,Senegal,Group A,3,2,0,1,5,4,1,6,1,CAF,Africa,2022,2,26,26.0384615384615,0.230769230769231,0.384615384615385,1.23076923076923,0.230769230769231,1,0.769230769230769,6,0,6,0,0,6,CAF,7
339,Ecuador 2022,WC-2022,T-25,Ecuador,Group A,3,1,1,1,4,3,1,4,0,CONMEBOL,South America,2022,3,26,25.6153846153846,0.153846153846154,0.346153846153846,1.11538461538462,0.115384615384615,1,0.884615384615385,3,0,3,0,1,4,CONMEBOL,7
340,Qatar 2022,WC-2022,T-59,Qatar,Group A,3,0,0,3,1,7,-6,0,0,AFC,Middle East,2022,0,26,27.1153846153846,0.192307692307692,0.307692307692308,1.0,0.0,0,1.0,7,0,7,1,1,0,AFC,7
341,England 2022,WC-2022,T-28,England,Group B,3,2,1,0,9,2,7,7,1,UEFA,Europe,2022,15,26,26.5384615384615,0.230769230769231,0.346153846153846,1.57692307692308,0.576923076923077,2,0.5,0,0,0,0,0,7,UEFA,7
342,United States 2022,WC-2022,T-83,United States,Group B,3,1,2,0,2,1,1,5,1,CONCACAF,North America,2022,9,26,25.3076923076923,0.307692307692308,0.346153846153846,1.03846153846154,0.0384615384615385,1,0.961538461538462,5,0,5,0,0,5,CONCACAF,7
343,Iran 2022,WC-2022,T-38,Iran,Group B,3,1,0,2,4,7,-3,3,0,AFC,Middle East,2022,5,25,28.92,0.12,0.4,1.76,0.76,2,0.36,7,0,7,0,1,3,AFC,7
344,Wales 2022,WC-2022,T-85,Wales,Group B,3,0,1,2,1,6,-5,1,0,UEFA,Europe,2022,1,26,26.5384615384615,0.192307692307692,0.346153846153846,1.0,0.0,0,1.0,5,1,6,0,0,1,UEFA,7
345,Argentina 2022,WC-2022,T-03,Argentina,Group C,3,2,0,1,5,2,3,6,1,CONMEBOL,South America,2022,16,26,27.8076923076923,0.230769230769231,0.307692307692308,1.5,0.5,4,0.730769230769231,2,0,2,0,0,6,CONMEBOL,7
346,Poland 2022,WC-2022,T-57,Poland,Group C,3,1,1,1,2,2,0,4,1,UEFA,Europe,2022,7,26,27.0384615384615,0.153846153846154,0.307692307692308,1.38461538461538,0.384615384615385,1,0.615384615384615,5,0,5,0,0,4,UEFA,7
347,Mexico 2022,WC-2022,T-46,Mexico,Group C,3,1,1,1,2,3,-1,4,0,CONCACAF,North America,2022,16,26,28.5769230769231,0.307692307692308,0.346153846153846,1.80769230769231,0.807692307692308,4,0.615384615384615,7,0,7,0,1,4,CONCACAF,7
348,Saudi Arabia 2022,WC-2022,T-63,Saudi Arabia,Group C,3,1,0,2,3,5,-2,3,0,AFC,Middle East,2022,5,26,27.4230769230769,0.230769230769231,0.307692307692308,1.34615384615385,0.346153846153846,1,0.653846153846154,14,0,14,0,1,3,AFC,7
349,France 2022,WC-2022,T-30,France,Group D,3,2,0,1,6,3,3,6,1,UEFA,Europe,2022,13,26,26.6923076923077,0.307692307692308,0.346153846153846,1.65384615384615,0.653846153846154,3,0.576923076923077,1,0,1,0,0,6,UEFA,7
350,Australia 2022,WC-2022,T-04,Australia,Group D,3,2,0,1,3,4,-1,6,1,AFC,Oceania,2022,5,26,27.2307692307692,0.307692307692308,0.346153846153846,1.42307692307692,0.423076923076923,2,0.653846153846154,5,0,5,0,0,6,AFC,7
351,Tunisia 2022,WC-2022,T-79,Tunisia,Group D,3,1,1,1,1,1,0,4,0,CAF,Africa,2022,5,26,28.0769230769231,0.269230769230769,0.307692307692308,1.38461538461538,0.384615384615385,1,0.615384615384615,5,0,5,0,0,4,CAF,7
352,Denmark 2022,WC-2022,T-22,Denmark,Group D,3,0,1,2,1,3,-2,1,0,UEFA,Europe,2022,5,26,27.2307692307692,0.192307692307692,0.346153846153846,1.5,0.5,2,0.576923076923077,5,0,5,0,0,1,UEFA,7
353,Japan 2022,WC-2022,T-44,Japan,Group E,3,2,0,1,4,3,1,6,1,AFC,East Asia,2022,6,26,27.8076923076923,0.153846153846154,0.307692307692308,1.5,0.5,3,0.730769230769231,6,0,6,0,0,6,AFC,7
354,Spain 2022,WC-2022,T-73,Spain,Group E,3,1,1,1,9,3,6,4,1,UEFA,Europe,2022,14,26,25.3846153846154,0.307692307692308,0.307692307692308,1.42307692307692,0.423076923076923,3,0.769230769230769,1,0,1,0,0,4,UEFA,7
355,Germany 2022,WC-2022,T-31,Germany,Group E,3,1,1,1,6,5,1,4,0,UEFA,Europe,2022,7,26,26.8461538461538,0.192307692307692,0.346153846153846,1.65384615384615,0.653846153846154,3,0.538461538461538,3,0,3,0,0,4,UEFA,7
356,Costa Rica 2022,WC-2022,T-17,Costa Rica,Group E,3,1,0,2,3,11,-8,3,0,CONCACAF,Central America,2022,5,26,27.2307692307692,0.115384615384615,0.307692307692308,1.61538461538462,0.615384615384615,2,0.615384615384615,6,0,6,0,1,3,CONCACAF,7
357,Morocco 2022,WC-2022,T-47,Morocco,Group F,3,2,1,0,4,1,3,7,1,CAF,Africa,2022,5,26,26.3076923076923,0.192307692307692,0.307692307692308,1.30769230769231,0.307692307692308,1,0.692307692307692,2,0,2,0,0,7,CAF,7
358,Croatia 2022,WC-2022,T-18,Croatia,Group F,3,1,2,0,4,1,3,5,1,UEFA,Europe,2022,5,26,27.4230769230769,0.230769230769231,0.346153846153846,1.57692307692308,0.576923076923077,3,0.692307692307692,2,0,2,0,0,5,UEFA,7
359,Belgium 2022,WC-2022,T-06,Belgium,Group F,3,1,1,1,1,2,-1,4,0,UEFA,Europe,2022,11,26,27.8846153846154,0.346153846153846,0.230769230769231,1.96153846153846,0.961538461538462,2,0.384615384615385,5,0,5,0,1,4,UEFA,7
360,Canada 2022,WC-2022,T-12,Canada,Group F,3,0,0,3,2,7,-5,0,0,CONCACAF,North America,2022,1,26,27.0769230769231,0.230769230769231,0.269230769230769,1.0,0.0,0,1.0,8,0,8,0,1,0,CONCACAF,7
361,Brazil 2022,WC-2022,T-09,Brazil,Group G,3,2,0,1,3,1,2,6,1,CONMEBOL,South America,2022,19,26,28.0,0.346153846153846,0.307692307692308,1.53846153846154,0.538461538461538,3,0.615384615384615,3,0,3,0,0,6,CONMEBOL,7
362,Switzerland 2022,WC-2022,T-75,Switzerland,Group G,3,2,0,1,4,3,1,6,1,UEFA,Europe,2022,9,26,27.1153846153846,0.153846153846154,0.307692307692308,1.69230769230769,0.692307692307692,3,0.576923076923077,7,0,7,0,0,6,UEFA,7
363,Cameroon 2022,WC-2022,T-11,Cameroon,Group G,3,1,1,1,4,4,0,4,0,CAF,Africa,2022,7,26,26.3846153846154,0.269230769230769,0.307692307692308,1.23076923076923,0.230769230769231,2,0.884615384615385,7,1,7,0,0,4,CAF,7
364,Serbia 2022,WC-2022,T-66,Serbia,Group G,3,0,1,2,5,8,-3,1,0,UEFA,Europe,2022,2,26,26.9230769230769,0.230769230769231,0.269230769230769,1.46153846153846,0.461538461538462,1,0.538461538461538,12,0,12,0,0,1,UEFA,7
365,Portugal 2022,WC-2022,T-58,Portugal,Group H,3,2,0,1,6,4,2,6,1,UEFA,Europe,2022,7,26,26.8846153846154,0.269230769230769,0.307692307692308,1.65384615384615,0.653846153846154,4,0.615384615384615,5,0,5,0,0,6,UEFA,7
366,South Korea 2022,WC-2022,T-71,South Korea,Group H,3,1,1,1,4,4,0,4,1,AFC,East Asia,2022,10,26,27.8076923076923,0.0769230769230769,0.346153846153846,1.42307692307692,0.423076923076923,2,0.692307692307692,5,0,5,0,1,4,AFC,7
367,Uruguay 2022,WC-2022,T-84,Uruguay,Group H,3,1,1,1,2,2,0,4,0,CONMEBOL,South America,2022,13,26,27.8461538461538,0.230769230769231,0.346153846153846,1.96153846153846,0.961538461538462,3,0.5,8,0,8,0,0,4,CONMEBOL,7
368,Ghana 2022,WC-2022,T-32,Ghana,Group H,3,1,0,2,5,7,-2,3,0,CAF,Africa,2022,3,26,24.9230769230769,0.153846153846154,0.346153846153846,1.11538461538462,0.115384615384615,2,0.923076923076923,8,0,8,0,0,3,CAF,7
